key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,size
rayyan-866146448,Effectiveness of a second BNT162b2 booster vaccine against hospitalization and death from COVID-19 in adults aged over 60 years.,2022,7,,Nature medicine,1546-170X 1078-8956,28,7,1486-1490,"Arbel, Ronen and Sergienko, Ruslan and Friger, Michael and Peretz, Alon and Beckenstein, Tanya and Yaron, Shlomit and Netzer, Doron and Hammerman, Ariel",https://www-nature-com.proxy.lib.umich.edu/articles/s41591-022-01832-0,eng,,,"The rapid emergence of the B.1.1.529 (Omicron) variant of SARS-CoV-2 led to a global resurgence of coronavirus disease 2019 (COVID-19). Israeli authorities  approved a fourth COVID-19 vaccine dose (second booster) for individuals aged  60 years and over who had received a first booster dose 4 or more months earlier.  Evidence for the effectiveness of a second booster dose in reducing  hospitalizations and mortality due to COVID-19 is warranted. This retrospective  cohort study included all members of Clalit Health Services who were aged  60-100 years and who were eligible for the second booster on 3 January 2022.  Hospitalizations and mortality due to COVID-19 in participants who received the  second booster were compared with those for participants who received one booster  dose. Cox proportional hazards regression models with time-dependent covariates  were used to estimate the association between the second booster and  hospitalization and death due to COVID-19 while adjusting for demographic factors  and coexisting illnesses. A total of 563,465 participants met the eligibility  criteria. Of those, 328,597 (58%) received a second booster dose during the  40 day study period. Hospitalization due to COVID-19 occurred in 270 of the  second-booster recipients and in 550 participants who received one booster dose  (adjusted hazard ratio, 0.36; 95% confidence interval (CI): 0.31-0.43). Death due  to COVID-19 occurred in 92 second-booster recipients and in 232 participants who  received one booster dose (adjusted hazard ratio, 0.22; 95% CI: 0.17-0.28). This  study demonstrates a substantial reduction in hospitalizations and deaths due to  COVID-19 conferred by a second booster in Israeli adults aged 60 years and over.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1038/s41591-022-01832-0,Aged;BNT162 Vaccine;Humans;Middle Aged;SARS-CoV-2;Adult;Retrospective Studies;*COVID-19/epidemiology/prevention & control;COVID-19 Vaccines/therapeutic use;Hospitalization;Vaccination,,,563465
rayyan-866146457,Real-World Effectiveness of a Booster Dose of the COVID-19 Vaccines among Japanese University Students.,2022,8,9,Vaccines,2076-393X,10,8,,"Miyauchi, Shunsuke and Hiyama, Toru and Nakano, Yukiko and Yoshida, Mahoko and Yoshino, Atsuo and Miyake, Yoshie and Okamoto, Yuri",https://www-mdpi-com.proxy.lib.umich.edu/2076-393X/10/8/1283,eng,,,"With the spread of the Coronavirus disease 2019 (COVID-19), missing learning opportunities due to COVID-19 has been raised as a major concern for university  education. We aimed to examine the effectiveness of a booster dose of COVID-19  vaccines among Japanese university students during the spread of the Omicron  variant. We enrolled 249 students who became a close contact and 294  COVID-19-infected students though the Hiroshima University COVID-19 registration  system. Infection rates of people in close contact with sick individuals and  symptoms of infected students were examined. Close contacts who had received a  booster dose showed a significantly lower infection rate (31%) compared with  those with two doses (50%, p = 0.02) and the unvaccinated (71%, p = 0.002). Age-  and sex-adjusted odds ratios of receipt of a booster dose vs. two doses and  unvaccinated were 0.40 (95% confidence interval [CI], 0.23-0.70, p = 0.001) and  0.44 (95% CI, 0.25-0.77, p = 0.004), respectively. The incidence of severe fever  (38.5°C or higher) was significantly less prevalent in those with a booster dose  (16%) compared with two doses (40%, p = 0.002) and those who were unvaccinated  (75%, p &lt; 0.0001). Booster doses reduced infection rates among close-contact  students and can help students to avoid missing learning opportunities.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.3390/vaccines10081283,booster dose;COVID-19;vaccine hesitancy;Omicron variant;vaccine;close contact;university;Vaccination;Vaccines,,,249
rayyan-866146458,Relative Vaccine Effectiveness of the Third Dose of CoronaVac or BNT162b2 Following a Two-Dose CoronaVac Regimen: A Prospective Observational Cohort Study  from an Adult Vaccine Center in Turkey.,2022,7,18,Vaccines,2076-393X,10,7,,"Sonmezer, Meliha Cagla and Dizman, Gulcin Telli and Erul, Enes and Sahin, Taha Koray and Saricaoglu, Tuğba and Alp, Alparslan and Tanriover, Mine Durusu and Uzun, Omrum and Unal, Serhat and Akova, Murat",https://www-mdpi-com.proxy.lib.umich.edu/2076-393X/10/7/1140,eng,,,"Coronavirus disease 2019 (COVID-19) continues to pose a threat to public health with the potential for the emergence of new variants. Vaccines are the milestones  to control and slow down the damage of the pandemic. As of January 2021, a  two-dose regimen with CoronaVac was authorized in Turkey. Due to the waning  seroprevalence rate of SARS-CoV-2 over time, BNT162b2 or CoronaVac has been  administered as the third dose following a two-dose CoronaVac regimen as a  national vaccination policy. As of 14 January 2021, 5243 volunteers who received  two doses of the CoronaVac vaccine at Hacettepe University Adult Vaccine Center  were followed prospectively. In our study, relative vaccine effectiveness  (VE(ff)) for the third dose of the CoronaVac was 58.24% and 87.27% for BNT162b2  in preventing symptomatic COVID-19 cases. There were no hospitalizations,  intensive care unit admissions, or deaths in third-dose booster groups with  either BNT162b2 or CoronaVac, yielding 100% effectiveness. Both homologous or  heterologous third-dose boosters provided further protection against severe  COVID-19 and should be prioritized as an effective strategy to combat the  COVID-19 pandemic.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.3390/vaccines10071140,booster dose;COVID-19 vaccine;vaccine effectiveness;hospitalization;article;coronavirus disease 2019;human;nonhuman;adult;controlled study;coronavac;drug therapy;Severe acute respiratory syndrome coronavirus 2;tozinameran;vaccination;female;major clinical study;male;pandemic;cohort analysis;prevention;prospective study;intensive care unit;third dose;seroprevalence;Turkey (republic);Cohort Studies;Vaccination;Turkey;Turkeys;Vaccines,,,5243
rayyan-866146468,"Effectiveness of a fourth dose of mRNA COVID-19 vaccine against all-cause mortality in long-term care facility residents and in the oldest old: A  nationwide, retrospective cohort study in Sweden.",2022,7,13,The Lancet regional health. Europe,2666-7762,,,100466,"Nordström, Peter and Ballin, Marcel and Nordström, Anna",https://www-sciencedirect-com.proxy.lib.umich.edu/science/article/pii/S2666776222001624,eng,,,"BACKGROUND: The effect of a fourth dose of COVID-19 vaccine on the risk of death in the oldest and frailest individuals is unknown. METHODS: Two matched cohorts  were formed using Swedish nationwide registers. In the first, residents of  long-term care facilities (LTCFs) given a fourth dose of an mRNA vaccine from 1  January 2022 onwards were matched 1:1 on birth year and county of residence to  residents given at least a third dose (N = 24,524). In the second, all  individuals aged ≥80 years given a fourth dose were matched 1:1 to individuals  given at least a third dose (N = 394,104). Cox regression models were used to  estimate hazard ratios for all-cause mortality in fourth-dose recipients as  compared with in third-dose recipients, with relative vaccine effectiveness (VE)  estimated as 1 minus the hazard ratio. FINDINGS: From 7 days after baseline and  onwards, there were 1119 deaths in the LTCF cohort during a median follow-up of  77 days and a maximum follow-up of 126 days. During days 7 to 60, the VE of the  fourth dose was 39% (95% CI, 29-48), which declined to 27% (95% CI, -2-48) during  days 61 to 126. In the cohort of all individuals aged ≥80 years, there were 5753  deaths during a median follow-up of 73 days and a maximum follow-up of 143 days.  During days 7 to 60, the VE of the fourth dose was 71% (95% CI, 69-72), which  declined to 54% (95% CI, 48-60) during days 61 to 143. The VE of the fourth dose  seemed stronger when it was compared to third-dose recipients where at least four  months had passed since vaccination (P < 0·001 for interaction). INTERPRETATION:  As compared with a third dose, a fourth dose of an mRNA COVID-19 vaccine,  administered during the Omicron era, was associated with reduced risk of death  from all causes in residents of LTCFs and in the oldest old during the first two  months, after which the protection became slightly lower. These findings suggest  that a fourth dose may prevent premature mortality in the oldest and frailest  even after the emergence of the Omicron variant, although the timing of  vaccination seems to be important with respect to the slight waning observed  after two months. FUNDING: There was no funding source for this study.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1016/j.lanepe.2022.100466,"COVID-19;Vaccination;Nursing home residents;Cohort Studies;Aged, 80 and over;Long-Term Care;Sweden;RNA, Messenger",,,394104
rayyan-866146476,"Effectiveness of a COVID-19 Additional Primary or Booster Vaccine Dose in Preventing SARS-CoV-2 Infection Among Nursing Home Residents During Widespread  Circulation of the Omicron Variant - United States, February 14-March 27, 2022.",2022,5,6,MMWR. Morbidity and mortality weekly report,1545-861X 0149-2195,71,18,633-637,"Prasad, Namrata and Derado, Gordana and Nanduri, Srinivas Acharya and Reses, Hannah E. and Dubendris, Heather and Wong, Emily and Soe, Minn Minn and Li, Qunna and Dollard, Philip and Bagchi, Suparna and Edwards, Jonathan and Shang, Nong and Budnitz, Dan and Bell, Jeneita and Verani, Jennifer R. and Benin, Andrea and Link-Gelles, Ruth and Jernigan, John and Pilishvili, Tamara",https://www-ncbi-nlm-nih-gov.proxy.lib.umich.edu/pmc/articles/PMC9098239/,eng,,,"Nursing home residents have experienced disproportionally high levels of COVID-19-associated morbidity and mortality and were prioritized for early  COVID-19 vaccination (1). Following reported declines in vaccine-induced immunity  after primary series vaccination, defined as receipt of 2 primary doses of an  mRNA vaccine (BNT162b2 [Pfizer-BioNTech] or mRNA-1273 [Moderna]) or 1 primary  dose of Ad26.COV2 (Johnson & Johnson [Janssen]) vaccine (2), CDC recommended that  all persons aged ≥12 years receive a COVID-19 booster vaccine dose.* Moderately  to severely immunocompromised persons, a group that includes many nursing home  residents, are also recommended to receive an additional primary COVID-19 vaccine  dose.(†) Data on vaccine effectiveness (VE) of an additional primary or booster  dose against infection with SARS-CoV-2 (the virus that causes COVID-19) among  nursing home residents are limited, especially against the highly transmissible  B.1.1.529 and BA.2 (Omicron) variants. Weekly COVID-19 surveillance and  vaccination coverage data among nursing home residents, reported by skilled  nursing facilities (SNFs) to CDC's National Healthcare Safety Network (NHSN)(§)  during February 14-March 27, 2022, when the Omicron variant accounted for >99% of  sequenced isolates, were analyzed to estimate relative VE against infection for  any COVID-19 additional primary or booster dose compared with primary series  vaccination. After adjusting for calendar week and variability across SNFs,  relative VE of a COVID-19 additional primary or booster dose was 46.9% (95%  CI = 44.8%-48.9%). These findings indicate that among nursing home residents,  COVID-19 additional primary or booster doses provide greater protection against  Omicron variant infection than does primary series vaccination alone. All  immunocompromised nursing home residents should receive an additional primary  dose, and all nursing home residents should receive a booster dose, when  eligible, to protect against COVID-19. Efforts to keep nursing home residents up  to date with vaccination should be implemented in conjunction with other COVID-19  prevention strategies, including testing and vaccination of nursing home staff  members and visitors.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.15585/mmwr.mm7118a4,"BNT162 Vaccine;Humans;*SARS-CoV-2;mRNA Vaccines;Vaccines, Synthetic;*COVID-19/epidemiology/prevention & control;COVID-19 Vaccines;United States/epidemiology;Nursing Homes;Nurses, Community Health;Vaccination;United States;Home Nursing;Vaccines",,,85494
rayyan-866146484,"Association of BNT162b2 Vaccine Third Dose Receipt With Incidence of SARS-CoV-2 Infection, COVID-19-Related Hospitalization, and Death Among Residents of  Long-term Care Facilities, August to October 2021.",2022,7,1,JAMA network open,2574-3805,5,7,e2219940,"Muhsen, Khitam and Maimon, Nimrod and Mizrahi, Amiel Yaron and Varticovschi, Baruch and Bodenheimer, Omri and Cohen, Dani and Dagan, Ron",https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2793804,eng,,,"IMPORTANCE: COVID-19 vaccine might be less immunogenic and effective among residents of long-term care facilities (LTCFs). OBJECTIVE: To examine the  association of BNT162b2 third dose (first booster dose) with overall SARS-CoV-2  infection, COVID-19 hospitalizations, and mortality among LTCF residents during a  nationwide surge of the Delta variant in Israel. DESIGN, SETTING, AND  PARTICIPANTS: This observational cohort study conducted nationwide COVID-19  surveillance in LTCFs in Israel between August and October 2021. Participants  were residents of LTCFs aged 60 years or older. EXPOSURES: Vaccination with the  third dose of BNT162b2 vaccine vs receipt of 2 doses at least 5 months earlier,  based on self-preference and choice. MAIN OUTCOMES AND MEASURES: The cumulative  incidences of reverse transcription-polymerase chain reaction (RT-PCR)-confirmed  SARS-CoV-2 infection, COVID-19 hospitalizations, and COVID-19-related deaths more  than 7 days after vaccination with the third dose were compared between the  groups using Kaplan-Meier curves. Hazard ratios (HRs) and 95% CIs were obtained  using multivariable Cox regression models. RESULTS: Among 18 611 residents  included in the analysis, 12 715 (68.3%) were female, 463 (2.5%) were from the  Arab population, 16 976 (91.2%) were from the general Jewish population, and 618  (3.3%) were from the ultraorthodox Jewish population; the mean (SD) age was 81.1  (9.2) years; 16 082 residents received their first booster dose (third dose) and  2529 were vaccinated with 2 doses at least 5 months earlier. The median (IQR)  follow-up durations were 66 (60-70) days among 3-dose recipients and 56 (53-62)  days among 2-dose-only recipients; 107 residents had SARS-CoV-2 infection after 7  days following vaccination with the booster dose compared with 185 among the  2-dose only group (cumulative incidence: 0.7% vs 7.5%; adjusted HR, 0.11 [95% CI,  0.07-0.15]). The respective adjusted HRs were 0.07 (95% CI, 0.03-0.14) and 0.10  (95% CI, 0.04-0.24) for the associations of vaccination with the third dose with  hospitalization for mild-to-moderate COVID-19 and severe illness. Five  COVID-19-related deaths occurred among the third dose vaccinees during the  follow-up period compared with 22 among the 2-dose-only vaccinees (cumulative  rate: 0.04% vs 0.9%; adjusted HR, 0.04 [95% CI, 0.009-0.16]). CONCLUSIONS AND  RELEVANCE: This cohort study found significant inverse associations between  vaccination with the third dose of the BNT162b2 vaccine with overall SARS-CoV-2  infection, COVID-19 hospitalizations, severe disease, and COVID-19-related deaths  among LTCF residents during a massive surge caused by the Delta variant in  Israel.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1001/jamanetworkopen.2022.19940,BNT162 Vaccine;Female;Humans;Male;SARS-CoV-2;*COVID-19/epidemiology/prevention & control;COVID-19 Vaccines;Cohort Studies;Hospitalization;Incidence;*Vaccines;Long-Term Care;Vaccination,,,18611
rayyan-866146486,Severity of omicron variant of concern and effectiveness of vaccine boosters against symptomatic disease in Scotland (EAVE II): a national cohort study with  nested test-negative design.,2022,7,,The Lancet. Infectious diseases,1474-4457 1473-3099,22,7,959-966,"Sheikh, Aziz and Kerr, Steven and Woolhouse, Mark and McMenamin, Jim and Robertson, Chris",https://www.sciencedirect.com/science/article/pii/S1473309922001414,eng,,,"BACKGROUND: Since its emergence in November, 2021, in southern Africa, the SARS-CoV-2 omicron variant of concern (VOC) has rapidly spread across the world.  We aimed to investigate the severity of omicron and the extent to which booster  vaccines are effective in preventing symptomatic infection. METHODS: In this  study, using the Scotland-wide Early Pandemic Evaluation and Enhanced  Surveillance of COVID-19 (EAVE II) platform, we did a cohort analysis with a  nested test-negative design incident case-control study covering the period Nov  1-Dec 19, 2021, to provide initial estimates of omicron severity and the  effectiveness of vaccine boosters against symptomatic disease relative to 25  weeks or more after the second vaccine dose. Primary care data derived from 940  general practices across Scotland were linked to laboratory data and hospital  admission data. We compared outcomes between infection with the delta VOC  (defined as S-gene positive) and the omicron VOC (defined as S-gene negative). We  assessed effectiveness against symptomatic SARS-CoV-2 infection, with infection  confirmed through a positive RT-PCR. FINDINGS: By Dec 19, 2021, there were 23 840  S-gene-negative cases in Scotland, which were predominantly among those aged  20-39 years (11 732 [49·2%]). The proportion of S-gene-negative cases that were  possible reinfections was more than ten times that of S-gene-positive cases (7·6%  vs 0·7%; p<0·0001). There were 15 hospital admissions in S-gene-negative  individuals, giving an adjusted observed-to-expected admissions ratio of 0·32  (95% CI 0·19-0·52). The booster vaccine dose was associated with a 57% (54-60)  reduction in the risk of symptomatic S-gene-negative infection relative to  individuals who tested positive 25 weeks or more after the second vaccine dose.  INTERPRETATION: These early national data suggest that omicron is associated with  a two-thirds reduction in the risk of COVID-19 hospitalisation compared with  delta. Although offering the greatest protection against delta, the booster dose  of vaccination offers substantial additional protection against the risk of  symptomatic COVID-19 for omicron compared with 25 weeks or more after the second  vaccine dose. FUNDING: Health Data Research UK, National Core Studies, Public  Health Scotland, Scottish Government, UK Research and Innovation, and University  of Edinburgh.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1016/S1473-3099(22)00141-4,Humans;*COVID-19/epidemiology/prevention & control;Cohort Studies;SARS-CoV-2/genetics;*Influenza Vaccines;Case-Control Studies;Scotland/epidemiology;Scotland;Vaccination,,,146141
rayyan-866146504,"Effectiveness of mRNA COVID-19 vaccine boosters against infection, hospitalization and death: A target trial emulation in the omicron (B.1.1.529) variant era",2022,,,medRxiv,,,,,"Ioannou, G.N. and Bohnert, A.S.B. and O’Hare, A.M. and Boyko, E.J. and Maciejewski, M.L. and Smith, V.A. and Bowling, C.B. and Viglianti, E. and Iwashyna, T.J. and Hynes, D.M. and Berry, K. and Green, P. and Fox, A. and Korpak, A. and Shahoumian, T. and Hickok, A. and Rowneki, M. and Wang, X.Q. and Locke, E.R.",https://www-acpjournals-org.proxy.lib.umich.edu/doi/full/10.7326/M22-1856,,,,"Background: The effectiveness of a 3rd mRNA COVID-19 vaccine (“booster”) dose against the omicron (B.1.1.529) variant is uncertain especially in older, high-risk populations. Objective: To determine mRNA booster vaccine effectiveness (VE) against SARS-CoV-2 infection, hospitalization and death in the omicron era by type of booster, type of primary vaccine, time since primary vaccine, age and comorbidity burden. Design: Target trial emulation study comparing booster vaccination versus no booster. Setting: U.S. Department of Veterans Affairs (VA) healthcare system Participants and Intervention: Among persons who had received two mRNA COVID-19 vaccine doses at least 5 months earlier, we designed this retrospective matched cohort study to emulate a target trial of booster mRNA vaccination (BNT162b2 or mRNA-1273) versus no booster, conducted from 12/01/2021 to 03/31/2022. Measurements: Booster VE. Results: Each group included 490,838 well-matched persons, predominantly male (88%), mean age 63.0±14.0 years, followed for up to 121 days (mean 79.8 days). Booster VE >10 days after booster was 42.3% (95% CI 40.6-43.9) against SARS-CoV-2 infection, 53.3% (48.1-58.0) against SARS-CoV-2-related hospitalization and 79.1% (71.2-84.9) against SARSCoV-2-related death. Booster VE was similar for different booster types (BNT162b2 or mRNA-1273), age groups or primary vaccination regimens, but was significantly higher with longer time since primary vaccination and with higher comorbidity burden. Limitations: Predominantly male population. Conclusions: Booster mRNA vaccination was highly effective in preventing death and moderately effective in preventing infection and hospitalization for up to 4 months after administration in the omicron era. Increased uptake of booster vaccination, which is currently suboptimal, should be pursued to limit the morbidity and mortality of SARS-CoV-2 infection, especially in persons with high comorbidity burden. Primary Funding Source: Department of Veterans Affairs.","RAYYAN-INCLUSION: {""Sabir""=>""Included""} | USER-NOTES: {""Sabir""=>[""uses caliper matching""]}",10.1101/2022.06.15.22276466,"hospitalization;coronavirus disease 2019;human;nonhuman;revaccination;adult;controlled study;drug therapy;elasomeran;messenger RNA;SARS-CoV-2 Omicron;Severe acute respiratory syndrome coronavirus 2;tozinameran;vaccination;major clinical study;male;clinical trial;retrospective study;cohort analysis;middle aged;groups by age;mortality;prevention;veteran;comorbidity;funding;health care system;morbidity;RNA, Messenger;Vaccination",,,981676
rayyan-866146506,Effectiveness of BNT162b2 booster doses in England: an observational study in OpenSAFELY-TPP,2022,,,medRxiv,,,,,"Hulme, W.J. and Williamson, E.J. and Horne, E. and Green, A. and Nab, L. and Keogh, R. and Parker, E.P.K. and Walker, V. and Palmer, T. and Curtis, H. and Wiedemann, M. and Cunningham, C. and Walker, A.J. and Fisher, L. and MacKenna, B. and Rentsch, C.T. and Schultze, A. and Bhaskaran, K. and Tazare, J. and Tomlinson, L. and McDonald, H.I. and Morton, C.E. and Croker, R. and Andrews, C. and Parks, R. and Hopcroft, L. and Massey, J. and Morley, J. and Mehrkar, A. and Bacon, S. and Evans, D. and Inglesby, P. and Hickman, G. and Davy, S. and Dillingham, I. and Ward, T. and Mahalingasivam, V. and Zheng, B. and Douglas, I.J. and Evans, S.J.W. and Bates, C. and Sterne, J.A.C. and Hernán, M.A. and Goldacre, B.",https://www.medrxiv.org/content/10.1101/2022.06.06.22276026v1,,,,"Background The UK COVID-19 vaccination programme delivered its first “booster” doses in September 2021, initially in groups at high risk of severe disease then across the adult population. The BNT162b2 Pfizer-BioNTech vaccine was used initially, with Moderna mRNA-1273 subsequently also used. Methods We used the OpenSAFELY-TPP database, covering 40% of English primary care practices and linked to national coronavirus surveillance, hospital episodes, and death registry data, to estimate the effectiveness of boosting with BNT162b2 compared with no boosting in eligible adults who had received two primary course vaccine doses between 16 September and 16 December 2021 when the Delta variant of SARS-CoV-2 was dominant. Follow up was for up to 10 weeks. Each booster recipient was matched with an unboosted control on factors relating to booster priority status and prior immunisation. Additional factors were adjusted for in Cox models estimating hazard ratios (HRs). Outcomes were positive SARSCoV-2 test, COVID-19 hospitalisation, COVID-19 death and non-COVID-9 death. Booster vaccine effectiveness was defined as 1−HR. Results Among 4,352,417 BNT162b2 booster recipients matched with unboosted controls, estimated effectiveness of a booster dose compared with two doses only was 50.7% (95% CI 50.1-51.3) for positive SARS-CoV-2 test, 80.1% (78.3-81.8) for COVID-19 hospitalisation, 88.5% (85.0-91.1) for COVID-19 death, and 80.3% (79.0-81.5) for non-COVID-19 death. Estimated effectiveness was similar among those who had received a BNT162b2 or ChAdOx1-S two-dose primary vaccination course, but effectiveness against severe COVID-19 was slightly lower in those classified as clinically extremely vulnerable (76.3% (73.1-79.1) for COVID-19 hospitalisation, and 85.1% (79.6-89.1) for COVID-19 death). Estimated effectiveness against each outcome was lower in those aged 18-65 years than in those aged 65 and over. Conclusion Our findings are consistent with strong protection of BNT162b2 boosting against positive SARS-CoV-2 test, COVID-19 hospitalisation, and COVID-19 death.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.06.06.22276026,hospitalization;coronavirus disease 2019;human;nonhuman;adult;controlled study;drug therapy;Severe acute respiratory syndrome coronavirus 2;tozinameran;vaccination;female;major clinical study;male;SARS-CoV-2 Delta;clinical trial;comparative effectiveness;England;vaxzevria;immunization;young adult;COVID-19 testing;observational study;follow up;death registry;primary medical care,,,8704834
rayyan-866146517,Effectiveness of Primary and Booster COVID-19 mRNA Vaccination against Omicron Variant SARS-CoV-2 Infection in People with a Prior SARS-CoV-2 Infection,2022,,,medRxiv,,,,,"Lind, M.L. and Robertson, A.J. and Silva, J. and Warner, F. and Coppi, A.C. and Price, N. and Duckwall, C. and Sosensky, P. and Di Giuseppe, E.C. and Borg, R. and Fofana, M.O. and Ranzani, O.T. and Dean, N.E. and Andrews, J.R. and Croda, J. and Iwasaki, A. and Cummings, D.A.T. and Ko, A.I. and Hitchings, M.D.T. and Schulz, W.L.",https://www.medrxiv.org/content/10.1101/2022.04.19.22274056v3,,,,"Background: The benefit of vaccination in people who experienced a prior SARS-CoV-2 infection remains unclear. Objective: To estimate the effectiveness of primary (two-dose) and booster (third dose) vaccination against Omicron infection among people with a prior documented infection. Design: Test-negative case-control study. Setting: Yale New Haven Health System facilities. Participants: Vaccine eligible people who received SARS-CoV-2 RT-PCR testing between November 1, 2021, and January 31, 2022. Measurements: We conducted two analyses, each with an outcome of Omicron BA.1 infection (S-gene target failure defined) and each stratified by prior SARS-CoV-2 infection status. We estimated the effectiveness of primary and booster vaccination. To test whether booster vaccination reduced the risk of infection beyond that of the primary series, we compared the odds among boosted and booster eligible people. Results: Overall, 10,676 cases and 119,397 controls were included (6.1% and 7.8% occurred following a prior infection, respectively). The effectiveness of primary vaccination 14-149 days after 2nd dose was 36.1% (CI, 7.1% to 56.1%) for people with and 28.5% (CI, 20.0% to 36.2%) without prior infection. The odds ratio comparing boosted and booster eligible people with prior infection was 0.83 (CI, 0.56 to 1.23), whereas the odds ratio comparing boosted and booster eligible people without prior infection was 0.51 (CI, 0.46 to 0.56). Limitations: Misclassification, residual confounding, reliance on TaqPath assay analyzed samples. Conclusion: While primary vaccination provided protection against BA.1 infection among people with and without prior infection, booster vaccination was only associated with additional protection in people without prior infection. These findings support primary vaccination in people regardless of prior infection status but suggest that infection history should be considered when evaluating the need for booster vaccination.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.04.19.22274056,"vaccine;coronavirus disease 2019;human;nonhuman;revaccination;adult;controlled study;drug therapy;messenger RNA;SARS-CoV-2 Omicron;Severe acute respiratory syndrome coronavirus 2;vaccination;female;major clinical study;male;case control study;outcome assessment;treatment failure;RNA, Messenger;Vaccination",,,130073
rayyan-866146521,"Effectiveness of the BNT162b vaccine fourth dose in reducing SARS-CoV-2 infection among healthcare workers in Israel, a multi-center cohort study",2022,,,medRxiv,,,,,"Cohen, M.J. and Oster, Y. and Moses, A.E. and Spitzer, A. and Benenson, S. and Abu-Ahmad, A. and Angel, Y. and Ben-Ami, R. and Ben-David, D. and Benenson, S. and Buda, I. and Cohen, M.J. and Chowers, M. and Elbirt, A. and Hussein, K. and Levi, C. and Maor, Y. and Moses, A.E. and Nir-Paz, R. and Oster, Y. and Paz, A. and Saiag, E. and Maayan, S. and Shachor-Meyouhas, Y. and Shitrit, P. and Spitzer, A. and Weinberger, M. and Wiener-Well, Y. and Shimshovitz, A.Z.",https://www.medrxiv.org/content/10.1101/2022.04.11.22273327v1,,,,"During December 2021 the fifth COVID-19 wave started in Israel, caused mostly by the Omicron variant, affecting the unvaccinated and vaccinated population. Ninety percent of the Israeli adults, including most healthcare workers (HCWs), received three doses of the BNT162b2 vaccine until September 2021. Following the success and safety of the 3rd dose in preventing infection and severe disease, on December 30, 2021, the Israeli Ministry of Health recommended a voluntary 4th vaccine dose to adults above 60 years, immunocompromised, and HCWs. We compared breakthrough infections in HCWs, between 3 and 4-dose recipients. Hospitals collected data on personnel vaccinations and infections dates. The study cohort included all HCWs in eleven hospitals in Israel, who have been vaccinated with three doses up to September 30, 2021, and had not contracted COVID-19 before the vaccination campaign (January 2, 2022). We calculated breakthrough infection rates in 4-dose recipients (more than six days after vaccination) vs. 3-dose recipients. Rate-ratios were calculated for the entire cohort and for subgroups (hospital, sex, age-groups, and profession). Additionally, we repeated the calculations on 4-dose and 3-dose recipients who received the 3rd dose on the same date and were matched for sex, age group, profession and hospital. We generated time-dependent Cox-regression models to account for 4th dose administration timing (Supplement). There were 29,612 HCWs who received 3 vaccine doses between August and September 2021; of these, 5,331 (18.0%) received the 4th dose during January 2022 and were not infected by the first week after vaccination. Overall breakthrough infection rates in the 4-dose and 3-dose groups were 368/5331 (6.9%) and 4802/24280 (19.8%), respectively. The RR (95%CI) was 0.35 (0.32 to 0.39) for crude analysis, and 0.61 (0.54 to 0.71) in the matched analysis. The adjusted HR in the Cox-regression model was 0.56 (0.50 to 0.63). In both groups, severe disease and death were not reported. Our data shows that the 4th BNT162b2 dose resulted in reduced breakthrough infection rates among HCWs. This reduction, similar to the findings in the Israeli elderly population, is lower than that observed after the 3rd dose. Nevertheless, considering the high infectivity of the Omicron variant, which led to critical medical staff shortages, a 4th vaccine dose should be considered to mitigate the infection rate among HCWs.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.04.11.22273327,Israel;breakthrough infection;coronavirus disease 2019;health care personnel;human;tozinameran;vaccination;aged;female;male;cohort analysis;case report;clinical article;groups by age;bnt 162 vaccine;calculation;infection rate;Israeli;medical staff;occupation;Cohort Studies;Vaccination,,,29612
